Frame Cu-O Cu-H Cu-Cu
1480.0000000000 2.0352487661 2.7045229439 2.5916538395
1481.0000000000 2.0048938222 2.7108962904 2.5921506142
1482.0000000000 2.0041304346 2.6829124865 2.5772155059
1483.0000000000 2.0118489383 2.7026976339 2.5851100983
1484.0000000000 2.0133025080 2.6929064889 2.5857056209
1485.0000000000 2.0245434059 2.6759159715 2.5996015059
1486.0000000000 2.0061103468 2.6936712975 2.5959494052
1487.0000000000 2.0149561128 2.6934107270 2.5904244113
1488.0000000000 2.0187708739 2.6318110612 2.5868789843
1489.0000000000 2.0356075971 2.6935823249 2.6002408818
1490.0000000000 2.0101400281 2.6630987026 2.5841167958
1491.0000000000 2.0233355699 2.6584279135 2.5859436574
1492.0000000000 2.0016037550 2.7157111803 2.5841285967
1493.0000000000 2.0115099800 2.6645078343 2.5909570366
1494.0000000000 2.0225734180 2.6884930352 2.5794370694
1495.0000000000 2.0080306755 2.6624226191 2.5850210004
1496.0000000000 2.0175341851 2.6359698472 2.6053093007
1497.0000000000 1.9916304504 2.5926656774 2.5757943390
1498.0000000000 2.0262964662 2.6857863891 2.5948538415
1499.0000000000 2.0031808309 2.6924398248 2.5950849125
1500.0000000000 2.0077804429 2.6475703684 2.5805061717
1501.0000000000 1.9994954405 2.6583733926 2.5751917467
1502.0000000000 2.0151205629 2.6622720898 2.5929714596
1503.0000000000 2.0474579527 2.6787058824 2.5879288152
1504.0000000000 2.0375444536 2.7180308417 2.5838344757
1505.0000000000 2.0095451898 2.6810196120 2.5881489715
1506.0000000000 2.0102807380 2.6720291475 2.5776278318
1507.0000000000 1.9988052056 2.6973068718 2.6021002363
1508.0000000000 1.9934490289 2.6582137223 2.5883388828
1509.0000000000 2.0203283122 2.6569601149 2.5741714653
1510.0000000000 2.0227057083 2.6944054869 2.5836999590
1511.0000000000 2.0131217997 2.6767374296 2.5691080244
1512.0000000000 2.0251183940 2.6448630246 2.5924887761
1513.0000000000 2.0197420759 2.6672553492 2.5884264085
1514.0000000000 2.0213240634 2.6477049453 2.5915435861
1515.0000000000 2.0175353665 2.7070145811 2.5864392875
1516.0000000000 2.0071803947 2.6767510641 2.5844517716
1517.0000000000 2.0152989529 2.6796622071 2.5770142093
1518.0000000000 1.9940428789 2.6814659192 2.5861099623
1519.0000000000 2.0139491634 2.6826241357 2.6016305683
1520.0000000000 2.0581792171 2.6814220757 2.5935869972
1521.0000000000 2.0079433961 2.7098772783 2.5884814889
1522.0000000000 2.0331473750 2.6540743410 2.5897701971
1523.0000000000 2.0031134848 2.7074460429 2.5810447362
1524.0000000000 1.9992189425 2.6515614221 2.5798209884
1525.0000000000 1.9987805881 2.6937750046 2.5850830106
1526.0000000000 2.0294064121 2.6669416386 2.5849722354
1527.0000000000 2.0199078247 2.7103822231 2.5911996577
1528.0000000000 1.9929417465 2.6857072783 2.5799272380
1529.0000000000 1.9976813945 2.6904899752 2.5867295160
1530.0000000000 2.0127508059 2.6534487693 2.5795092377
1531.0000000000 2.0097903271 2.6941012890 2.5884138717
1532.0000000000 2.0333337988 2.7135742267 2.5893023360
1533.0000000000 2.0195141530 2.6628316704 2.5888041030
1534.0000000000 2.0149176684 2.6880884293 2.5827210828
1535.0000000000 2.0250731141 2.7053770022 2.5906836133
1536.0000000000 2.0119307558 2.6762040211 2.5913258100
1537.0000000000 2.0240503057 2.6376971454 2.5903195333
1538.0000000000 1.9938244541 2.6858612547 2.5902359106
1539.0000000000 2.0308450295 2.6860034229 2.5836273035
1540.0000000000 2.0157749983 2.6738089427 2.6032245013
1541.0000000000 1.9915933860 2.7014857995 2.5865488710
1542.0000000000 2.0335047148 2.6852061579 2.5871658720
1543.0000000000 2.0275120150 2.6522082063 2.5924040122
1544.0000000000 2.0046511725 2.6662756757 2.5906620390
1545.0000000000 2.0114838734 2.6597546178 2.5766874523
1546.0000000000 2.0564816237 2.7160299057 2.5835683729
1547.0000000000 2.0145116258 2.6708479781 2.6022630113
1548.0000000000 2.0149280812 2.6529197617 2.5818568585
1549.0000000000 2.0075480009 2.6958116710 2.5850187095
1550.0000000000 2.0088544136 2.6790727126 2.5791879760
1551.0000000000 2.0407546610 2.7203900090 2.5910397985
1552.0000000000 2.0171942779 2.6724458331 2.5931944561
1553.0000000000 2.0096799756 2.6749677590 2.5911676697
1554.0000000000 2.0442329898 2.6983722901 2.5823375487
1555.0000000000 2.0349508869 2.6920016054 2.5920135704
1556.0000000000 2.0085135077 2.6684646916 2.5856734406
1557.0000000000 2.0106409845 2.6841778773 2.5961868165
1558.0000000000 2.0232463816 2.6792048250 2.5754566330
1559.0000000000 1.9971044560 2.6483939485 2.5920969570
1560.0000000000 1.9979821638 2.6368112959 2.5762571692
1561.0000000000 2.0200696919 2.6809635470 2.5875106262
1562.0000000000 2.0210279750 2.7033353170 2.6071094094
1563.0000000000 2.0203284195 2.6625682697 2.5910705942
1564.0000000000 1.9984505140 2.7220732239 2.6042706913
1565.0000000000 2.0187727073 2.7022982310 2.5766112009
1566.0000000000 2.0122464800 2.6820760780 2.5907697791
1567.0000000000 1.9845426016 2.6870668258 2.5862880860
1568.0000000000 1.9968191838 2.6633829973 2.5829440352
1569.0000000000 2.0043155057 2.6951549660 2.5913153646
1570.0000000000 1.9992014115 2.7020798127 2.5760052379
1571.0000000000 2.0088645884 2.6817133635 2.5976691981
1572.0000000000 2.0012802430 2.6709096639 2.5943349123
1573.0000000000 2.0396365076 2.6502043788 2.5791246907
1574.0000000000 2.0002596933 2.6486839433 2.5943184978
1575.0000000000 2.0312019221 2.6695905784 2.5919129744
1576.0000000000 2.0095207001 2.7047650254 2.5888164013
1577.0000000000 2.0084319946 2.6972625214 2.6025190460
1578.0000000000 2.0098266882 2.6928564304 2.6024435067
1579.0000000000 2.0132753138 2.6287055612 2.5770459704
1580.0000000000 2.0139052352 2.6447896572 2.5857463203
1581.0000000000 2.0486680909 2.7126049099 2.5797705819
1582.0000000000 2.0091436198 2.6978658031 2.5871988180
1583.0000000000 2.0198570519 2.7118154036 2.5823231882
1584.0000000000 2.0270946185 2.6845880777 2.5944750865
1585.0000000000 2.0122292878 2.6687214291 2.5797853781
1586.0000000000 2.0085821569 2.6772872764 2.5824344972
1587.0000000000 2.0171559865 2.6457243505 2.5847015792
1588.0000000000 2.0297221513 2.6802173668 2.5847836511
1589.0000000000 2.0179573190 2.7040430248 2.5851469907
1590.0000000000 2.0195116414 2.6649057083 2.5770556746
1591.0000000000 1.9918901979 2.6619100607 2.5987490772
1592.0000000000 2.0300380916 2.6626905627 2.5886336581
1593.0000000000 2.0288042854 2.6552320456 2.5930639686
1594.0000000000 2.0187710550 2.6931995619 2.6054785909
1595.0000000000 2.0545140529 2.6910856660 2.5830078876
1596.0000000000 2.0154121662 2.7073647345 2.5797518854
1597.0000000000 2.0300641357 2.7325899968 2.5866820801
1598.0000000000 2.0263188661 2.6723275295 2.5814800990
1599.0000000000 1.9988638128 2.6677030704 2.5826940072
1600.0000000000 1.9838326581 2.6470028843 2.5837476655
1601.0000000000 2.0246809322 2.6815973506 2.6016521679
1602.0000000000 2.0325723749 2.6608783850 2.5872682358
1603.0000000000 2.0247436956 2.7255354250 2.5830120607
1604.0000000000 1.9913195466 2.6828744481 2.5868993332
1605.0000000000 1.9921930782 2.6781420122 2.5800198608
1606.0000000000 2.0198019537 2.7114209951 2.5814428389
1607.0000000000 2.0002507288 2.6487647065 2.5713146956
1608.0000000000 2.0191349061 2.6491236120 2.5905411447
1609.0000000000 2.0259420677 2.7035665133 2.5667763171
1610.0000000000 1.9959951679 2.7146782869 2.5794414857
1611.0000000000 2.0356671173 2.6821046443 2.5917301808
1612.0000000000 2.0047425174 2.6697027567 2.5992506700
1613.0000000000 2.0193714448 2.6759947782 2.5904425158
1614.0000000000 2.0312842514 2.6490422891 2.5898776689
1615.0000000000 2.0354101559 2.6703875971 2.5851470219
1616.0000000000 2.0125697574 2.6690328143 2.5742269309
1617.0000000000 2.0257882716 2.6886647984 2.5842499747
1618.0000000000 2.0099288820 2.6611750638 2.5803057010
1619.0000000000 2.0141758058 2.7264226139 2.5906403270
1620.0000000000 2.0225626673 2.6798056485 2.5902932062
1621.0000000000 2.0150738472 2.6954246861 2.5768216445
1622.0000000000 2.0018964148 2.6724802751 2.5759171038
1623.0000000000 2.0191427407 2.7255976717 2.5907115882
1624.0000000000 2.0189041120 2.6915092764 2.5817867583
1625.0000000000 2.0122593877 2.6599297791 2.5831533451
1626.0000000000 2.0242890242 2.7015126758 2.5924164474
1627.0000000000 2.0254443237 2.6986036993 2.5784442138
1628.0000000000 2.0183221895 2.7056837724 2.5892714558
1629.0000000000 2.0170125912 2.7125858305 2.5830375391
1630.0000000000 2.0195760724 2.6827169697 2.5869499344
1631.0000000000 2.0241069423 2.6441140418 2.5851647769
1632.0000000000 2.0128729196 2.6346906104 2.5836602038
1633.0000000000 2.0030033538 2.6401765129 2.5923905780
1634.0000000000 2.0178536790 2.7218034230 2.5778143791
1635.0000000000 2.0097961134 2.6912748188 2.5875340967
1636.0000000000 2.0086306714 2.6993045231 2.5845937011
1637.0000000000 2.0346558219 2.6905365699 2.5879488155
1638.0000000000 2.0321658263 2.7195575978 2.5853945181
1639.0000000000 2.0206900443 2.6767040850 2.5857355517
1640.0000000000 2.0168583005 2.6927448216 2.5680044861
1641.0000000000 2.0171907029 2.6741291373 2.5860028207
1642.0000000000 2.0047478797 2.6620007533 2.5838801543
1643.0000000000 2.0159386548 2.6796254503 2.5945712288
1644.0000000000 2.0308420002 2.6689524290 2.5932364146
1645.0000000000 2.0371805334 2.7193594291 2.5768988664
1646.0000000000 2.0271533968 2.7101398647 2.5923641415
1647.0000000000 2.0274728121 2.6466727709 2.5720744448
1648.0000000000 2.0326635093 2.6261103985 2.5857965123
1649.0000000000 2.0134820818 2.7206263370 2.5874032306
1650.0000000000 2.0420507137 2.6850016966 2.5680742192
1651.0000000000 2.0450424422 2.6809516152 2.5773568658
1652.0000000000 2.0468591363 2.7021457717 2.5850896637
1653.0000000000 2.0479900876 2.6951508619 2.5918782586
1654.0000000000 2.0507426123 2.7080132819 2.5854973484
1655.0000000000 2.0162014319 2.6447982174 2.5777025460
1656.0000000000 2.0380108035 2.6956727671 2.5771155811
1657.0000000000 2.0779245348 2.6905358601 2.5913652309
1658.0000000000 2.0353014062 2.6481711389 2.5710933848
1659.0000000000 2.0727995469 2.6735688327 2.5721170488
1660.0000000000 2.0389045043 2.6715250351 2.5877333860
1661.0000000000 2.0712241663 2.6978138327 2.5740887385
1662.0000000000 2.0667853360 2.6417685190 2.5913731507
1663.0000000000 2.0900290995 2.6489891316 2.5828298019
1664.0000000000 2.0537724628 2.7001204782 2.5860055935
1665.0000000000 2.0591585203 2.6849149737 2.5801710592
1666.0000000000 2.0436931914 2.6875813014 2.5961114298
1667.0000000000 2.0259251467 2.6605707801 2.5822396622
1668.0000000000 2.0326477999 2.6897275063 2.5828787001
1669.0000000000 2.0042055762 2.6776652604 2.5742204813
1670.0000000000 2.0385077329 2.7108140244 2.5835964033
1671.0000000000 2.0419094593 2.6688254680 2.5643201352
1672.0000000000 2.0260154150 2.6791515669 2.5806927273
1673.0000000000 2.0403908209 2.6682798030 2.5824679312
1674.0000000000 2.0532317703 2.7234573666 2.5758469984
1675.0000000000 2.0379513013 2.6620041978 2.5904650898
1676.0000000000 2.0264107158 2.6711754701 2.5839797522
1677.0000000000 2.0393584584 2.6628549302 2.5895863346
1678.0000000000 2.0717329670 2.6547508601 2.5780047640
1679.0000000000 2.0469929075 2.6745165093 2.5750513500
1680.0000000000 2.0378723891 2.6836051549 2.5917583563
1681.0000000000 2.0370782641 2.6893901928 2.5937645230
1682.0000000000 2.0668756802 2.6592035806 2.5962023239
1683.0000000000 2.0231797627 2.6639243139 2.5942205057
1684.0000000000 2.0335757743 2.6845103147 2.5944523427
1685.0000000000 2.0485408897 2.6724748401 2.5894015111
1686.0000000000 2.0244917957 2.6846336182 2.5821580797
1687.0000000000 2.0390262671 2.6736400033 2.5810695564
1688.0000000000 2.0473480952 2.6814756644 2.5818907858
1689.0000000000 2.0290101125 2.6890729990 2.5857870276
1690.0000000000 2.0389893476 2.7063114773 2.5880274587
1691.0000000000 2.0542029481 2.6888577677 2.5935231749
1692.0000000000 2.0372856595 2.6865113050 2.5884513398
1693.0000000000 2.0281776040 2.6275668646 2.5845818234
1694.0000000000 2.0224635504 2.6571856095 2.5956862737
1695.0000000000 2.0410768838 2.7176526399 2.5790658169
1696.0000000000 2.0273510244 2.6756275577 2.5770983776
1697.0000000000 2.0591296599 2.6953754880 2.5755139637
1698.0000000000 2.0302888639 2.7031403037 2.5935827784
1699.0000000000 2.0391016350 2.6823278265 2.5947428059
1700.0000000000 2.0318642879 2.6791443683 2.5854551227
1701.0000000000 2.0446254407 2.6978671632 2.5718927767
1702.0000000000 2.0636874004 2.7435761477 2.5830672965
1703.0000000000 2.0145252137 2.6603056823 2.5806903534
1704.0000000000 2.0290469493 2.6756853942 2.5854025275
1705.0000000000 2.0228159710 2.6719983935 2.5814044168
1706.0000000000 2.0080264608 2.6765011196 2.5769398622
1707.0000000000 2.0405308614 2.6946329253 2.5733553639
1708.0000000000 2.0657679788 2.7155519300 2.5828734233
1709.0000000000 2.0480341777 2.6908639972 2.5864210008
1710.0000000000 2.0238547629 2.6777802633 2.5837503916
1711.0000000000 2.0513577598 2.6937455295 2.5751192558
1712.0000000000 2.0423111704 2.7177844202 2.5680110372
1713.0000000000 2.0161373060 2.7013279594 2.5916912494
1714.0000000000 2.0575477722 2.6501714914 2.5886332449
1715.0000000000 2.0472919570 2.6900492730 2.5750926521
1716.0000000000 2.0440011063 2.7048364714 2.5876333011
1717.0000000000 2.0258107715 2.6698164817 2.5950771644
1718.0000000000 2.0056909158 2.7082802748 2.5821437384
1719.0000000000 2.0049332187 2.6210894455 2.5846501936
1720.0000000000 2.0188514296 2.6517050225 2.5882670359
1721.0000000000 2.0312478358 2.7229581179 2.5949535981
1722.0000000000 2.0392826916 2.6694658113 2.5901652497
1723.0000000000 2.0549761874 2.6892092733 2.5924854945
1724.0000000000 2.0398878811 2.6421410138 2.5871859885
1725.0000000000 2.0502545925 2.7017965442 2.5761466096
1726.0000000000 2.0129085030 2.6985680804 2.5868055284
1727.0000000000 2.0508736183 2.6863010161 2.5939439136
1728.0000000000 2.0428447782 2.6826918892 2.5873256827
1729.0000000000 2.0142236107 2.6827810836 2.5821306085
1730.0000000000 2.0444049420 2.6619833563 2.5906273082
1731.0000000000 2.0541526101 2.6486646454 2.5916439818
1732.0000000000 2.0514146376 2.6870873925 2.5807554447
1733.0000000000 2.0337723721 2.6752259636 2.5826906256
1734.0000000000 2.0399626792 2.7132407649 2.5843260414
1735.0000000000 2.0459336150 2.6838520938 2.5837450637
1736.0000000000 2.0339985828 2.6574865209 2.5845360780
1737.0000000000 2.0189889899 2.6828755121 2.5833514239
1738.0000000000 2.0216856204 2.7066343712 2.5916092324
1739.0000000000 2.0199404013 2.7140364189 2.5765359582
1740.0000000000 2.0392552980 2.6753122318 2.6047543178
1741.0000000000 2.0492562966 2.6929563810 2.5826277373
1742.0000000000 2.0535340369 2.7363754604 2.5839142586
1743.0000000000 2.0721750851 2.7046265650 2.5831895191
1744.0000000000 2.0619396058 2.6780756118 2.5833709104
1745.0000000000 2.0543804481 2.7006471591 2.5637730988
1746.0000000000 2.0520090916 2.7046163152 2.5914854631
1747.0000000000 2.0431848167 2.6829371753 2.5786324031
1748.0000000000 2.0289422241 2.6951576843 2.5925384286
1749.0000000000 2.0468058532 2.6998544888 2.5809326835
1750.0000000000 2.0375933500 2.6749841341 2.5815828627
1751.0000000000 2.0633357903 2.6767767328 2.6049051189
1752.0000000000 2.0575843371 2.6920322913 2.5863182686
1753.0000000000 2.0382023910 2.6929863267 2.5746961797
1754.0000000000 2.0316587860 2.6823205959 2.5788225204
1755.0000000000 2.0340251373 2.7199660805 2.5919539943
1756.0000000000 2.0491800103 2.7234337149 2.5839153648
1757.0000000000 2.0196414146 2.6915020123 2.5826535564
1758.0000000000 2.0630964991 2.7420304578 2.5757120166
1759.0000000000 2.0649833217 2.6644661172 2.5889393896
1760.0000000000 2.0331855183 2.6682658394 2.5862377999
1761.0000000000 2.0421344737 2.6905978774 2.5855934949
1762.0000000000 2.0438131775 2.7093179344 2.5855271715
1763.0000000000 2.0477791647 2.6781408824 2.5800040516
1764.0000000000 2.0404265433 2.6840507891 2.5781720947
1765.0000000000 2.0262182683 2.6707245169 2.5866280982
1766.0000000000 2.0583174548 2.6858418156 2.5781672282
1767.0000000000 2.0274551791 2.6676871115 2.5818977858
1768.0000000000 2.0528276481 2.7028219683 2.5736485867
1769.0000000000 2.0461909422 2.6692626782 2.5751475130
1770.0000000000 2.0592171346 2.7230930879 2.5855527305
1771.0000000000 2.0591240757 2.6926842137 2.5920181879
1772.0000000000 2.0443928955 2.6446339282 2.5866074755
1773.0000000000 2.0557013605 2.6722203200 2.5720968373
1774.0000000000 2.0475425135 2.7307766314 2.5834386189
1775.0000000000 2.0440588464 2.7128116289 2.5819757159
1776.0000000000 2.0562496988 2.6515590257 2.5867412397
1777.0000000000 2.0649801496 2.6592007200 2.5874129773
1778.0000000000 2.0189036451 2.6702532270 2.5953441937
1779.0000000000 2.0610017426 2.6597772114 2.5995945344
1780.0000000000 2.0442673222 2.6922809684 2.5773519701
1781.0000000000 2.0531575524 2.6701942036 2.5860687763
1782.0000000000 2.0493583979 2.7270348972 2.5888838619
1783.0000000000 2.0591997059 2.7094577270 2.5913214321
1784.0000000000 2.0385811867 2.6909013860 2.5868931640
1785.0000000000 2.0347486716 2.6374019953 2.5720080064
1786.0000000000 2.0062314507 2.6759463871 2.5851243897
1787.0000000000 2.0307837103 2.6844736679 2.5664262223
1788.0000000000 2.0355634069 2.6808268637 2.5878098307
1789.0000000000 2.0392114902 2.6979930569 2.5832173855
1790.0000000000 2.0155766530 2.7052857758 2.5881622213
1791.0000000000 2.0477980822 2.7100213450 2.5734659269
1792.0000000000 2.0330629866 2.6737671708 2.5889081026
1793.0000000000 2.0345917898 2.6650537117 2.5767871205
1794.0000000000 2.0455886314 2.6262666034 2.5707055030
1795.0000000000 2.0467678459 2.6776943740 2.5916361109
1796.0000000000 2.0058151005 2.7225836095 2.5696921598
1797.0000000000 2.0578617271 2.6528296856 2.5925249643
1798.0000000000 2.0443470787 2.6539055602 2.5829367371
1799.0000000000 2.0210672186 2.6705188735 2.5704308265
1800.0000000000 2.0508945240 2.7136837428 2.5728325595
1801.0000000000 2.0533016520 2.6709176603 2.5855327977
1802.0000000000 2.0450132444 2.6652489686 2.5835589891
1803.0000000000 2.0269291773 2.6544135681 2.6013881034
1804.0000000000 2.0780082905 2.6818908435 2.5997569382
1805.0000000000 2.0395355393 2.6970564260 2.5743158074
1806.0000000000 2.0386199145 2.6861957719 2.5777092356
1807.0000000000 2.0528700672 2.6278539139 2.5749927721
1808.0000000000 2.0287332601 2.6972950164 2.5771984821
1809.0000000000 2.0298834370 2.6988880373 2.5706062361
1810.0000000000 2.0384013691 2.6678373065 2.5839028166
1811.0000000000 2.0344724558 2.7019613216 2.5898526909
1812.0000000000 2.0388150802 2.6672141302 2.5791599647
1813.0000000000 2.0198644568 2.6666869567 2.5848266343
1814.0000000000 2.0150911303 2.6605016414 2.5901902019
1815.0000000000 2.0423500725 2.7199705507 2.5912034191
1816.0000000000 2.0085681358 2.6391166427 2.5889244789
1817.0000000000 2.0486833499 2.6867047561 2.5825333339
1818.0000000000 2.0374842512 2.7136899943 2.5818664035
1819.0000000000 2.0209982641 2.6871862573 2.5861973507
1820.0000000000 2.0237130785 2.6935227642 2.5942154151
1821.0000000000 2.0353994948 2.6759198128 2.5947476319
1822.0000000000 2.0443241711 2.6372883486 2.5794674202
1823.0000000000 2.0329726204 2.6514764322 2.5811901810
1824.0000000000 2.0573263040 2.6868296222 2.5941919445
1825.0000000000 2.0542420853 2.7223662155 2.5895215793
1826.0000000000 2.0452318649 2.6941929089 2.5869337022
1827.0000000000 2.0271101092 2.7104632147 2.5817444934
1828.0000000000 2.0347776139 2.6954932254 2.5803172502
1829.0000000000 2.0539325525 2.7119655231 2.5653869454
1830.0000000000 2.0355757024 2.6755737330 2.5659856429
1831.0000000000 2.0387831961 2.6786043642 2.5878601241
1832.0000000000 2.0573250792 2.6797186849 2.5925859855
1833.0000000000 2.0567383386 2.7240697971 2.5823485478
1834.0000000000 2.0502331235 2.7000633307 2.5830327878
1835.0000000000 2.0207091954 2.6680453469 2.5820633326
1836.0000000000 2.0194476573 2.6969955302 2.5758119440
1837.0000000000 2.0428110641 2.6773046252 2.5921045330
1838.0000000000 2.0251672984 2.6780494831 2.5831785977
1839.0000000000 2.0097575844 2.6867100270 2.5861360124
1840.0000000000 2.0274892542 2.6286686013 2.5733412933
1841.0000000000 2.0262071836 2.6928204911 2.5854146770
1842.0000000000 2.0249278305 2.7019535623 2.5823000172
1843.0000000000 2.0013779793 2.6834409241 2.5807952269
1844.0000000000 2.0286178586 2.6531779848 2.6018746484
1845.0000000000 2.0288460848 2.6726246978 2.5873487433
1846.0000000000 2.0206010227 2.6620975602 2.5955780771
1847.0000000000 2.0201045160 2.6560218526 2.5773509787
1848.0000000000 2.0121632370 2.6732483276 2.5845713910
1849.0000000000 2.0143515752 2.6395149412 2.5972047876
1850.0000000000 2.0221338983 2.6461914596 2.5849709837
1851.0000000000 2.0027085972 2.6259390657 2.5825254153
1852.0000000000 2.0206157329 2.6614798135 2.5811472908
1853.0000000000 2.0279322365 2.6555698874 2.5953125285
1854.0000000000 2.0274149586 2.6773708772 2.5973147537
1855.0000000000 2.0249135093 2.6733943936 2.5934141386
1856.0000000000 2.0289552564 2.6620016011 2.5922131437
1857.0000000000 2.0156075077 2.6635011831 2.5898061291
1858.0000000000 2.0220042902 2.6664218900 2.5595517021
1859.0000000000 2.0032169446 2.6476993435 2.5889176493
1860.0000000000 2.0077928767 2.6295795907 2.5885962665
1861.0000000000 2.0110501702 2.6753904189 2.5832169262
1862.0000000000 2.0131937960 2.6205123497 2.5789827382
1863.0000000000 2.0164507609 2.6588027027 2.5813726411
1864.0000000000 2.0117595496 2.6298435594 2.5844350364
1865.0000000000 2.0184307369 2.6644722881 2.5852827776
1866.0000000000 2.0342097758 2.6453728458 2.5939512027
1867.0000000000 2.0149553382 2.6658503088 2.5812345505
1868.0000000000 2.0252679262 2.6831254603 2.5785835082
1869.0000000000 2.0351425641 2.7069078367 2.5788009593
1870.0000000000 2.0287010757 2.6673983343 2.5874940141
1871.0000000000 2.0050822456 2.6709428833 2.5883845276
1872.0000000000 2.0213581839 2.7101791129 2.5850990865
1873.0000000000 2.0304442821 2.6508644412 2.5963671919
1874.0000000000 2.0117263103 2.6763719980 2.5992918056
1875.0000000000 2.0280563696 2.6737062078 2.5760489297
1876.0000000000 2.0247848045 2.6736159474 2.5851989196
1877.0000000000 2.0284893735 2.6686101030 2.5829382362
1878.0000000000 2.0306365324 2.6811003107 2.5888399327
1879.0000000000 2.0309577272 2.6752355461 2.5821360775
1880.0000000000 2.0192427852 2.6698913509 2.5817447093
1881.0000000000 2.0045913057 2.6705072585 2.5997336607
1882.0000000000 2.0025281624 2.6529429346 2.5835227392
1883.0000000000 2.0213844954 2.6741317679 2.5979750794
1884.0000000000 2.0121103458 2.6600297969 2.5964015556
1885.0000000000 2.0334297749 2.6512490495 2.6022274565
1886.0000000000 2.0281033078 2.6456447200 2.5847900316
1887.0000000000 2.0045836216 2.6732206453 2.5814677175
1888.0000000000 2.0076506481 2.6968302835 2.5862276865
1889.0000000000 2.0335910057 2.6788227667 2.6131745362
1890.0000000000 2.0094435115 2.7080250768 2.5823963773
1891.0000000000 1.9995406626 2.6608126642 2.5761556178
1892.0000000000 2.0313669043 2.6802006259 2.5982376891
1893.0000000000 2.0022052105 2.6499690545 2.6005199123
1894.0000000000 2.0289334996 2.6662854061 2.5877203802
1895.0000000000 2.0060331088 2.6612369856 2.5787617208
1896.0000000000 2.0270526202 2.6786075094 2.5848349013
1897.0000000000 2.0236179607 2.6634765270 2.5779342039
1898.0000000000 2.0118379107 2.6504165302 2.5831335171
1899.0000000000 1.9930817579 2.6790710657 2.5709308478
1900.0000000000 2.0379707680 2.6585986409 2.5783651420
1901.0000000000 2.0438059223 2.6813825005 2.5908286837
1902.0000000000 2.0220212701 2.6439246899 2.5930944230
1903.0000000000 2.0101049502 2.6838698250 2.5912110323
1904.0000000000 2.0259261103 2.6690106135 2.5952851462
1905.0000000000 2.0221886853 2.6633520436 2.5903759597
1906.0000000000 2.0226851991 2.6461699912 2.5928590157
1907.0000000000 2.0211645413 2.6455673280 2.5862747394
1908.0000000000 2.0144064244 2.6656414534 2.5792476599
1909.0000000000 2.0213725443 2.6481713474 2.5768590299
1910.0000000000 2.0310765923 2.6537463460 2.5834281607
1911.0000000000 2.0039768339 2.6670810287 2.5845527680
1912.0000000000 2.0047026559 2.6634591894 2.5842916884
1913.0000000000 2.0080882969 2.6972802235 2.5943573742
1914.0000000000 2.0078380694 2.6831262564 2.5823368153
1915.0000000000 2.0130152024 2.6851874524 2.5752072528
1916.0000000000 2.0371071303 2.6651088922 2.5863324227
1917.0000000000 2.0149441739 2.6755571235 2.5824439829
1918.0000000000 2.0439160509 2.6380553565 2.5820630408
1919.0000000000 2.0291362776 2.6768247764 2.5917757836
1920.0000000000 2.0227408141 2.6585671495 2.5906601447
1921.0000000000 2.0387993758 2.6843606651 2.5993981013
1922.0000000000 2.0228062530 2.6609776123 2.5893089706
1923.0000000000 2.0344567585 2.6542064734 2.5910568999
1924.0000000000 2.0388613179 2.6757708530 2.5980623537
1925.0000000000 2.0650936329 2.6707491286 2.5822118289
1926.0000000000 2.0281037816 2.6769241446 2.5859839185
1927.0000000000 2.0120106274 2.6558270679 2.5886296387
1928.0000000000 2.0064361810 2.6546330618 2.5896718746
1929.0000000000 2.0295823078 2.6702616530 2.6038173669
1930.0000000000 2.0364012979 2.6993558183 2.5719355244
1931.0000000000 2.0466402234 2.6448197893 2.5852542805
1932.0000000000 2.0213626597 2.6823653709 2.5857355429
1933.0000000000 2.0099983112 2.6430343943 2.5980375745
1934.0000000000 2.0490768425 2.6546591075 2.5752099951
1935.0000000000 2.0210978290 2.6770416335 2.5946969266
1936.0000000000 2.0272503252 2.6566368342 2.5810221882
1937.0000000000 2.0110560606 2.6835538870 2.5920645035
1938.0000000000 2.0342105403 2.6784822865 2.5916275144
1939.0000000000 2.0220553954 2.6042187889 2.5894868373
1940.0000000000 2.0281715801 2.6846836970 2.5894904359
1941.0000000000 2.0037935185 2.6852396034 2.5991906262
1942.0000000000 2.0349270979 2.6405188366 2.5857724442
1943.0000000000 2.0084570324 2.6753892654 2.5847490423
1944.0000000000 2.0306551676 2.6429688616 2.5871516579
1945.0000000000 2.0150835950 2.6808865887 2.6031446716
1946.0000000000 2.0328505651 2.6540727473 2.5957398087
1947.0000000000 2.0743455762 2.6554548818 2.5854035779
1948.0000000000 2.0129886950 2.6773583818 2.6010211663
1949.0000000000 2.0143058254 2.6273722381 2.5887637085
1950.0000000000 2.0146216679 2.6835328908 2.5869873280
1951.0000000000 2.0461786246 2.7030571711 2.5888827379
1952.0000000000 2.0223439877 2.6703452101 2.5949807381
1953.0000000000 2.0398718858 2.7094193591 2.5808895914
1954.0000000000 2.0185837651 2.6667425900 2.5917060631
1955.0000000000 2.0394424639 2.6854873278 2.5863357459
1956.0000000000 2.0609086757 2.6637632946 2.5787935673
1957.0000000000 2.0448990335 2.7134025388 2.5784849681
1958.0000000000 2.0438404796 2.6485278298 2.5850221432
1959.0000000000 2.0285122929 2.6724795206 2.5947330722
1960.0000000000 2.0141136348 2.6393024706 2.5774897837
1961.0000000000 2.0624954196 2.7132777440 2.5874376810
