Frame Cu-O Cu-H Cu-Cu
499.0000000000 2.0287680664 2.6716161293 2.5868544817
500.0000000000 2.0353359535 2.6680052459 2.5835477405
501.0000000000 2.0447109504 2.6730902498 2.5879011027
502.0000000000 2.0388753063 2.7064478302 2.5942998869
503.0000000000 2.0247659853 2.6254419802 2.6041346296
504.0000000000 2.0051582607 2.6548870399 2.6038098670
505.0000000000 2.0262483794 2.6545098096 2.5885356246
506.0000000000 1.9955473799 2.6913247541 2.5846482227
507.0000000000 2.0184587967 2.6812044131 2.5758732095
508.0000000000 2.0261868902 2.6724840559 2.6040218811
509.0000000000 2.0309651945 2.6289989135 2.6109875414
510.0000000000 2.0516039401 2.6511123863 2.5946814911
511.0000000000 2.0386218671 2.6489099084 2.5782958414
512.0000000000 2.0200964972 2.7161371198 2.5871322196
513.0000000000 2.0205911630 2.7090311284 2.5961322797
514.0000000000 2.0030490006 2.6266567140 2.5724385736
515.0000000000 2.0306519989 2.7027322708 2.5951482892
516.0000000000 2.0000774576 2.6750628487 2.5909759001
517.0000000000 2.0166690034 2.6556976728 2.5948476205
518.0000000000 1.9942625757 2.7006473034 2.5818995776
519.0000000000 2.0226498468 2.7050869180 2.5995182199
520.0000000000 2.0129009140 2.6644134801 2.5869350782
521.0000000000 2.0340668943 2.6792343608 2.6048776389
522.0000000000 2.0450899071 2.6835638048 2.5880994916
523.0000000000 2.0585721228 2.6904881577 2.5827511286
524.0000000000 2.0251050441 2.7030761822 2.5869312637
525.0000000000 2.0276402430 2.6707565177 2.5972358975
526.0000000000 2.0142799956 2.6786021447 2.5858077834
527.0000000000 1.9976218451 2.6510321967 2.6040646956
528.0000000000 2.0500711844 2.6753859875 2.5840958865
529.0000000000 2.0387473568 2.6582708165 2.5929727095
530.0000000000 2.0066795447 2.6606337721 2.5932530931
531.0000000000 2.0113987486 2.7236492723 2.5927068259
532.0000000000 2.0339012620 2.7008913863 2.5836677384
533.0000000000 2.0116960759 2.6069545143 2.5881588248
534.0000000000 2.0445242271 2.6688825405 2.6065812354
535.0000000000 2.0480908222 2.6495029883 2.6051148110
536.0000000000 2.0175039970 2.6803805781 2.5920109692
537.0000000000 2.0030977458 2.6670494033 2.5848610487
538.0000000000 2.0285964099 2.6792616345 2.5904742888
539.0000000000 2.0264368618 2.6691169750 2.5899003485
540.0000000000 2.0421499187 2.6688596686 2.5870814611
541.0000000000 2.0047035830 2.6441039368 2.5921594118
542.0000000000 2.0197678908 2.6523955864 2.5878402914
543.0000000000 2.0295184812 2.6564218523 2.6113226910
544.0000000000 1.9964346994 2.6717233085 2.5941432988
545.0000000000 2.0177414112 2.6807796215 2.5960381047
546.0000000000 2.0275353154 2.6753563170 2.5929064370
547.0000000000 2.0426681849 2.7043942719 2.5802371025
548.0000000000 2.0193509235 2.6649318153 2.5989603319
549.0000000000 2.0408922152 2.6208690244 2.5955666752
550.0000000000 2.0503987680 2.6896198417 2.5976804528
551.0000000000 2.0400507311 2.6431437268 2.5838257499
552.0000000000 2.0159204764 2.7060681841 2.6166567148
553.0000000000 2.0334276825 2.6926567151 2.6014668492
554.0000000000 2.0417820897 2.6568726843 2.5819671743
555.0000000000 2.0323875546 2.6802826754 2.5700009272
556.0000000000 2.0203713721 2.6352556164 2.5960153490
557.0000000000 2.0173228458 2.6155205117 2.5956239696
558.0000000000 2.0209979661 2.7031333514 2.5915899775
559.0000000000 2.0123591658 2.6929501368 2.5910448970
560.0000000000 2.0096103796 2.6695625005 2.5735988719
561.0000000000 2.0343249435 2.6584536755 2.5940783157
562.0000000000 2.0279063811 2.6726344287 2.6066373407
563.0000000000 2.0452618385 2.6734334336 2.5940046137
564.0000000000 2.0585520673 2.6500779952 2.5971924422
565.0000000000 2.0182676360 2.6858455485 2.5902821204
566.0000000000 2.0378152143 2.6795185291 2.5808878748
567.0000000000 2.0262787593 2.7159612287 2.6182965770
568.0000000000 2.0153937646 2.6847468425 2.6019112564
569.0000000000 1.9982114806 2.6901645725 2.5979810520
570.0000000000 2.0406007233 2.6825270900 2.5874807093
571.0000000000 2.0475927634 2.6799110129 2.6008599086
572.0000000000 2.0104715380 2.6687489744 2.5984310528
573.0000000000 2.0322435588 2.6518342911 2.5873125023
574.0000000000 2.0086360381 2.6861777805 2.6103877023
575.0000000000 2.0203791036 2.6795194956 2.5940524153
576.0000000000 2.0142835100 2.6896672895 2.6055299316
577.0000000000 2.0288440236 2.6734372992 2.5925446708
578.0000000000 2.0034625248 2.6564466549 2.5919355870
579.0000000000 2.0148076656 2.6585232425 2.5969577935
580.0000000000 2.0406268683 2.6760169657 2.5887607201
581.0000000000 2.0205914737 2.6550878097 2.5813535299
582.0000000000 2.0121807959 2.6750471718 2.5766674199
583.0000000000 2.0018749697 2.6749932104 2.5795746213
584.0000000000 2.0342486294 2.7064606512 2.5796742547
585.0000000000 2.0480771603 2.6662742803 2.5910003999
586.0000000000 2.0282146113 2.6668716050 2.5837637283
587.0000000000 2.0366951840 2.6457608604 2.5950891182
588.0000000000 2.0170765013 2.6830285662 2.5831173835
589.0000000000 2.0002719619 2.6990219636 2.6067568815
590.0000000000 2.0297590087 2.6466691563 2.5951579911
591.0000000000 2.0263847022 2.6478112848 2.5929232052
592.0000000000 2.0284116030 2.6532868748 2.5890032393
593.0000000000 2.0282992390 2.6977175945 2.5875156451
594.0000000000 2.0436137108 2.7109567472 2.5970885658
595.0000000000 2.0081934739 2.7159737947 2.5860372461
596.0000000000 2.0320744100 2.6752362510 2.5946360020
597.0000000000 2.0096700474 2.7101773098 2.5859817375
598.0000000000 2.0402113184 2.6937266596 2.5891336346
599.0000000000 2.0395383993 2.6778399897 2.5846228651
600.0000000000 2.0324539404 2.6946722532 2.5937690348
601.0000000000 2.0590770433 2.6574793538 2.5953381144
602.0000000000 1.9998543329 2.6619789923 2.5883425668
603.0000000000 2.0158816071 2.6648252397 2.5790888760
604.0000000000 2.0075148262 2.6659507909 2.5892288215
605.0000000000 2.0018126539 2.6732636008 2.5842300846
606.0000000000 2.0194123728 2.6824315566 2.5967749961
607.0000000000 2.0224443243 2.6788220856 2.6009732551
608.0000000000 2.0288253008 2.6714320536 2.5933381322
609.0000000000 2.0150038658 2.6624526410 2.5905964133
610.0000000000 2.0036097715 2.6172022534 2.5724110640
611.0000000000 2.0207685407 2.6571551674 2.5962840321
612.0000000000 2.0372620325 2.6694012433 2.5874089398
613.0000000000 2.0391492054 2.6589802563 2.5976007171
614.0000000000 2.0195851092 2.6495327915 2.5966978281
615.0000000000 2.0350556387 2.6794813660 2.5830093256
616.0000000000 2.0316195125 2.7450878180 2.5896576029
617.0000000000 2.0365288043 2.7079361115 2.5900380516
618.0000000000 2.0260575097 2.6658694778 2.5815722997
619.0000000000 2.0685440111 2.6808014104 2.6002305990
620.0000000000 2.0534421146 2.6518671236 2.5930246363
621.0000000000 2.0587235558 2.7391994188 2.6015392026
622.0000000000 2.0263290019 2.6737921100 2.5931472984
623.0000000000 2.0184935352 2.7132222516 2.5996442011
624.0000000000 2.0219935447 2.6942597991 2.5837317606
625.0000000000 2.0229087781 2.7233239251 2.5823809482
626.0000000000 2.0343452725 2.6738213812 2.5773051438
627.0000000000 2.0251725791 2.7203701016 2.5915014453
628.0000000000 2.0419504167 2.6781573734 2.5888349722
629.0000000000 2.0493649712 2.7156818083 2.5812487762
630.0000000000 2.0321451945 2.6467354602 2.5729283640
631.0000000000 2.0022732316 2.7193181893 2.5921086481
632.0000000000 2.0185042178 2.7163677109 2.5889611590
633.0000000000 2.0493551665 2.6876893368 2.5838482468
634.0000000000 2.0022033290 2.6922643077 2.5961725713
635.0000000000 2.0432801823 2.7021586212 2.5796450569
636.0000000000 2.0493084637 2.6522075858 2.5844718938
637.0000000000 2.0469079707 2.6932976432 2.5860368465
638.0000000000 2.0390427956 2.6875981024 2.5790530050
639.0000000000 2.0322266454 2.6595172056 2.5919326909
640.0000000000 2.0205398272 2.6572707906 2.5861939138
641.0000000000 2.0545360181 2.7013384013 2.5942689434
642.0000000000 2.0191599381 2.6640484079 2.5851325123
643.0000000000 2.0288879213 2.6555852381 2.5847395376
644.0000000000 2.0304851354 2.6876540183 2.5828104320
645.0000000000 1.9921571703 2.6257323598 2.5927912775
646.0000000000 2.0126095965 2.6938971890 2.5688067279
647.0000000000 2.0321698235 2.6887416107 2.6005050855
648.0000000000 1.9961762974 2.6708526971 2.5812846857
649.0000000000 2.0112723333 2.6760749272 2.5882243975
650.0000000000 2.0410107864 2.6928162089 2.5817751085
651.0000000000 2.0221275288 2.6518766688 2.5857991375
652.0000000000 2.0291427805 2.6947714841 2.5751640014
653.0000000000 2.0258944160 2.6898497434 2.5791887872
654.0000000000 2.0142284969 2.6895549014 2.5888043791
655.0000000000 2.0243172298 2.6496999066 2.5946705837
656.0000000000 2.0081419126 2.7073542797 2.5956053547
657.0000000000 2.0265176924 2.6579022894 2.5862127213
658.0000000000 2.0103330260 2.6597108086 2.6017486902
659.0000000000 2.0268784991 2.6513603246 2.5934439237
660.0000000000 2.0153137056 2.6833508351 2.5940884237
661.0000000000 2.0158597704 2.6680888879 2.5809364795
662.0000000000 2.0295161876 2.6607249491 2.5850874001
663.0000000000 2.0083305966 2.6384468911 2.5980568188
664.0000000000 2.0133459801 2.6652434713 2.5842159019
665.0000000000 2.0183604706 2.6774471001 2.5903783969
666.0000000000 2.0265023510 2.6380807166 2.6075031657
667.0000000000 2.0386298589 2.6962072883 2.6011108722
668.0000000000 2.0092083022 2.6883036110 2.6089287316
669.0000000000 2.0215377701 2.6673080796 2.5903408075
670.0000000000 2.0404986257 2.6853829756 2.5831282576
671.0000000000 2.0059599551 2.6779663848 2.5897251347
672.0000000000 2.0238347338 2.6255004986 2.5831859836
673.0000000000 2.0001413208 2.7111282366 2.5835305556
674.0000000000 2.0283492824 2.6735514058 2.5999449530
675.0000000000 2.0264702308 2.6616766819 2.5893178526
676.0000000000 2.0082138347 2.6627078923 2.6068034194
677.0000000000 2.0264406955 2.6905514933 2.5904903615
678.0000000000 2.0516316226 2.6638524916 2.6109106294
679.0000000000 2.0153369888 2.7002419714 2.5797831417
680.0000000000 2.0570328956 2.6636166705 2.5909475006
681.0000000000 2.0244616514 2.6754466725 2.6041748695
682.0000000000 2.0308755217 2.7036977777 2.5912110688
683.0000000000 2.0245215131 2.6805807018 2.5969738733
684.0000000000 2.0436478745 2.6878110836 2.5820278105
685.0000000000 2.0100747811 2.6816785671 2.5899110599
686.0000000000 1.9990668924 2.6692179600 2.5934575117
687.0000000000 1.9916151965 2.6753495726 2.5794448827
688.0000000000 2.0270644623 2.7205850095 2.6022374646
689.0000000000 2.0177845152 2.6908320438 2.5766603976
690.0000000000 2.0170256836 2.6748310989 2.5829010559
691.0000000000 2.0310389451 2.6938303687 2.5859968482
692.0000000000 2.0221220437 2.6654018672 2.5983687577
693.0000000000 2.0016643656 2.6400855698 2.5913699530
694.0000000000 2.0391048888 2.6674341494 2.5888265907
695.0000000000 2.0335545818 2.6390384646 2.5857531747
696.0000000000 2.0377071436 2.6868854057 2.5905029726
697.0000000000 2.0297282476 2.7028857481 2.5966695915
698.0000000000 2.0363593610 2.6589895307 2.6007961947
699.0000000000 2.0271250324 2.6502499383 2.5620841604
700.0000000000 2.0722615079 2.6778442682 2.5882829708
701.0000000000 2.0295342190 2.6257694529 2.5743675214
702.0000000000 2.0238190367 2.6003417525 2.5988625644
703.0000000000 2.0463534554 2.6986035125 2.5960972870
704.0000000000 2.0299805713 2.7187632181 2.5875910853
705.0000000000 2.0237382559 2.6719177595 2.6013460157
706.0000000000 2.0314240695 2.6310626014 2.5862429588
707.0000000000 2.0070416599 2.6863306108 2.5966945907
708.0000000000 2.0497767282 2.6432348897 2.5939179963
709.0000000000 2.0134837188 2.6822107484 2.5776400751
710.0000000000 2.0258759688 2.6812638131 2.5956321810
711.0000000000 1.9861024460 2.6503397798 2.5879804269
712.0000000000 2.0145307468 2.7112312301 2.5905054944
713.0000000000 2.0173903362 2.6513255901 2.5788875533
714.0000000000 2.0483115966 2.6793511472 2.5970622695
715.0000000000 2.0403887765 2.6349490968 2.5896460351
716.0000000000 2.0165862653 2.6802703958 2.5941386204
717.0000000000 2.0150590567 2.6661747522 2.6131548079
718.0000000000 2.0206776009 2.6576361829 2.5987292463
719.0000000000 2.0348377858 2.6750466570 2.5960991025
720.0000000000 2.0521900077 2.6531091463 2.5912428498
721.0000000000 2.0714571167 2.6599242725 2.5857520048
722.0000000000 2.0207934160 2.6350528302 2.5912062656
723.0000000000 2.0066518424 2.7169049696 2.5939054536
724.0000000000 2.0274145974 2.6906972262 2.5909098137
725.0000000000 2.0430302609 2.6589824756 2.5816803867
726.0000000000 2.0126622025 2.6717139632 2.6051703716
727.0000000000 2.0364665617 2.6418376932 2.5937775772
728.0000000000 2.0482675085 2.6884515649 2.5959583738
729.0000000000 2.0363376258 2.7383008910 2.5741404273
730.0000000000 2.0417721988 2.6846279212 2.5836023577
731.0000000000 2.0156993168 2.6561969659 2.5932618389
732.0000000000 2.0448278040 2.6670448233 2.5999239346
733.0000000000 2.0199772794 2.6700569547 2.5752569839
734.0000000000 2.0556364617 2.6734655936 2.5834015549
735.0000000000 2.0444780079 2.6861720895 2.5762708061
736.0000000000 2.0115725596 2.6612089811 2.6121700976
737.0000000000 2.0365314778 2.6891274528 2.5913210198
738.0000000000 2.0362025994 2.6637097278 2.5929978989
739.0000000000 2.0281890657 2.7337931637 2.5897318369
740.0000000000 2.0608380011 2.7066169575 2.5966655131
741.0000000000 2.0118076723 2.6834318209 2.5782940748
742.0000000000 2.0568558452 2.6771408911 2.5924470173
743.0000000000 2.0112792159 2.6353458280 2.5992073404
744.0000000000 2.0377375197 2.6864178508 2.5883284525
745.0000000000 2.0178785942 2.6599583266 2.5954047199
746.0000000000 2.0178089171 2.6832503974 2.5957842190
747.0000000000 2.0312976460 2.6933676520 2.5802267450
748.0000000000 2.0093987994 2.7103694571 2.5995749551
749.0000000000 1.9995722806 2.6750046986 2.5914880666
750.0000000000 2.0427601526 2.6620837718 2.5839081225
751.0000000000 2.0381676723 2.6770474211 2.5943763241
752.0000000000 2.0519543194 2.6906177712 2.5852594945
753.0000000000 2.0180242224 2.6696611185 2.5853587428
754.0000000000 2.0257755802 2.6906549922 2.5722606177
755.0000000000 2.0037200825 2.7211855488 2.5982994154
756.0000000000 2.0266108451 2.6542295844 2.5917503581
757.0000000000 2.0147105185 2.6658653761 2.6084761040
758.0000000000 2.0743934466 2.7234288341 2.5871014701
759.0000000000 2.0193046700 2.6834474507 2.5971844182
760.0000000000 2.0201003666 2.7058281227 2.5922306588
761.0000000000 2.0316531826 2.6756971683 2.5850276392
762.0000000000 2.0323813379 2.6938759993 2.6095142166
763.0000000000 2.0222478088 2.7229104482 2.5919756216
764.0000000000 2.0426684849 2.7196635066 2.5924796125
765.0000000000 2.0464115267 2.7197569835 2.5964832594
766.0000000000 2.0460240642 2.6744576819 2.5829384814
767.0000000000 2.0293572420 2.6658455904 2.5960459830
768.0000000000 2.0322277602 2.6879931387 2.5871011388
769.0000000000 2.0389710363 2.6934003174 2.5890460477
770.0000000000 2.0500902285 2.7277628125 2.5984212257
771.0000000000 2.0168556267 2.6452283766 2.5936085995
772.0000000000 2.0310371695 2.6812486864 2.5986498979
773.0000000000 1.9905501934 2.7028473635 2.6014547226
774.0000000000 2.0357705407 2.7062744581 2.5873357407
775.0000000000 2.0257810102 2.6729728500 2.5880743198
776.0000000000 2.0451502773 2.7070540597 2.5865874370
777.0000000000 2.0113178358 2.6692853650 2.5744454107
778.0000000000 2.0204234551 2.6408363845 2.6102411640
779.0000000000 2.0396534947 2.6470728262 2.5864529474
780.0000000000 2.0289484138 2.7125627026 2.5988674578
781.0000000000 2.0363117888 2.6680554012 2.5940674665
782.0000000000 2.0300891742 2.6547944149 2.6047521255
783.0000000000 2.0279069283 2.6576592757 2.5780175599
784.0000000000 2.0247347199 2.6642170868 2.6173097174
785.0000000000 2.0420004624 2.6877876708 2.5974786222
786.0000000000 2.0263808661 2.7024881136 2.5731126899
787.0000000000 2.0364942423 2.6377447334 2.5890651840
788.0000000000 2.0305155584 2.6774222510 2.5997739222
789.0000000000 1.9953400541 2.6981220580 2.5960123203
790.0000000000 2.0522808748 2.6941791285 2.5929955022
791.0000000000 2.0232747490 2.6568280477 2.5868125462
792.0000000000 2.0521245530 2.7045102242 2.5842005303
793.0000000000 2.0061287756 2.7084516482 2.5920827716
794.0000000000 2.0135039200 2.6886247164 2.5972294351
795.0000000000 2.0374505740 2.6696070260 2.6005143560
796.0000000000 2.0069632379 2.6705479602 2.5940226196
797.0000000000 1.9980840731 2.6635230558 2.5968735446
798.0000000000 2.0100557629 2.6320355309 2.5896793395
799.0000000000 2.0495437273 2.6867070227 2.5899808237
800.0000000000 2.0378134616 2.6899527218 2.6028187070
801.0000000000 2.0225228030 2.7010882574 2.5935040635
802.0000000000 2.0615773228 2.7071286178 2.6090158987
803.0000000000 2.0236765196 2.7375580322 2.5820596574
804.0000000000 2.0417844296 2.6797068477 2.5892604068
805.0000000000 2.0466932568 2.6385260717 2.5845513452
806.0000000000 2.0493631348 2.6876416879 2.5865120964
807.0000000000 2.0261151258 2.7164063105 2.5678362158
808.0000000000 2.0257125269 2.6575177548 2.5831859907
809.0000000000 2.0421981036 2.6827402231 2.6054873522
810.0000000000 2.0191811205 2.6569210771 2.5881413740
811.0000000000 2.0557112043 2.6820181065 2.6035701990
812.0000000000 2.0111113753 2.6768702615 2.5873425965
813.0000000000 2.0253876803 2.7000501690 2.5669902758
814.0000000000 2.0532535360 2.7131244745 2.5875669381
815.0000000000 2.0369844251 2.6734762711 2.5931113777
816.0000000000 2.0060215014 2.6612090666 2.6134592017
817.0000000000 2.0385600578 2.7082315245 2.5911696995
818.0000000000 2.0418520897 2.6591981171 2.5978008994
819.0000000000 2.0350252666 2.6839072459 2.5797428883
820.0000000000 2.0372737738 2.6553127778 2.6041793114
821.0000000000 1.9968954979 2.6905316719 2.5985522719
822.0000000000 2.0354691227 2.6676817052 2.5953399958
823.0000000000 2.0390235645 2.6935848374 2.6036454229
824.0000000000 2.0270861622 2.6469570912 2.5909405184
825.0000000000 2.0360962625 2.6737978323 2.5898155140
826.0000000000 2.0425613515 2.6985291765 2.5788041050
827.0000000000 2.0545992111 2.6765282664 2.6069972278
828.0000000000 2.0634362762 2.7415424372 2.5957924433
829.0000000000 2.0156839509 2.6869210337 2.6115414276
830.0000000000 2.0203081450 2.6873270832 2.5877575835
831.0000000000 2.0226217215 2.6211663010 2.5877800101
832.0000000000 2.0432032706 2.6933545315 2.5894831286
833.0000000000 2.0131747540 2.6673041033 2.5938708714
834.0000000000 2.0251431606 2.6721677423 2.5854003202
835.0000000000 1.9934743734 2.6683093759 2.5885053617
836.0000000000 2.0109245641 2.6718607110 2.5885161423
837.0000000000 2.0403432513 2.6678436889 2.5778226289
838.0000000000 2.0245179837 2.6456778862 2.5834423567
839.0000000000 2.0222249604 2.6343389207 2.5809949143
840.0000000000 2.0070192554 2.6396924526 2.6039560200
841.0000000000 2.0058853875 2.6421768003 2.5961422820
842.0000000000 2.0347134207 2.6715402187 2.5728195747
843.0000000000 2.0156410306 2.6518434170 2.6021461471
844.0000000000 2.0308232748 2.7072634113 2.5976597550
845.0000000000 2.0266996862 2.6371016566 2.5985664843
846.0000000000 2.0530587395 2.6389299816 2.5867741597
847.0000000000 2.0560882540 2.7044134587 2.5868332320
848.0000000000 2.0096452452 2.6534120874 2.6023366847
849.0000000000 2.0425811256 2.6309248548 2.5719459790
850.0000000000 2.0145406807 2.7151525060 2.5857656433
851.0000000000 2.0358682131 2.6976165393 2.5795224178
852.0000000000 2.0385540299 2.6946679254 2.5926650539
853.0000000000 2.0117392862 2.6714653696 2.5845316449
854.0000000000 2.0316944312 2.7181776258 2.5910794206
855.0000000000 2.0113051282 2.6951105714 2.5910788599
856.0000000000 2.0357357661 2.6550780420 2.5988765375
857.0000000000 2.0083888198 2.6454329802 2.5945538545
858.0000000000 2.0378112054 2.7030700107 2.5756639080
859.0000000000 2.0393879508 2.6908402207 2.5958057500
860.0000000000 2.0082958820 2.6803598626 2.5841329248
861.0000000000 2.0377983753 2.6970404303 2.6097148553
862.0000000000 2.0301213106 2.6952284294 2.6020543238
863.0000000000 2.0208123509 2.6713565519 2.5908972343
864.0000000000 2.0503026276 2.6838825883 2.5921061102
865.0000000000 2.0179757865 2.6655984523 2.5931773849
866.0000000000 2.0012893221 2.6768930038 2.5812672371
867.0000000000 2.0307345253 2.6908832551 2.5916741933
868.0000000000 2.0459643058 2.7188444465 2.5912294468
869.0000000000 2.0647946099 2.6627590291 2.5881400167
870.0000000000 2.0272004855 2.6732931068 2.6107845237
871.0000000000 2.0061235336 2.6691983180 2.5982901117
872.0000000000 2.0026266786 2.6649090832 2.5945058662
873.0000000000 2.0121179183 2.6941389577 2.6038358666
874.0000000000 2.0313131000 2.6658229784 2.5919575405
875.0000000000 2.0161479889 2.7112794564 2.5920076716
876.0000000000 2.0173161697 2.6986357905 2.5924669561
877.0000000000 2.0351988897 2.6670364019 2.5830060084
878.0000000000 2.0233519129 2.6916967831 2.5887937846
879.0000000000 2.0166990750 2.6731474459 2.5873652668
880.0000000000 2.0181081236 2.6465107440 2.5869154249
881.0000000000 2.0302018850 2.6773849923 2.5816857160
882.0000000000 2.0558463911 2.6732981028 2.5782628451
883.0000000000 2.0490731464 2.6777130370 2.5920133547
884.0000000000 2.0199427906 2.6754017559 2.5781340089
885.0000000000 2.0358705194 2.7086935204 2.5939685658
886.0000000000 2.0187447948 2.6777143065 2.5931804217
887.0000000000 1.9910782935 2.6397207016 2.5850534220
888.0000000000 2.0320556891 2.7040378216 2.5932544281
889.0000000000 2.0302160201 2.6874891996 2.5874959590
890.0000000000 2.0530438699 2.6779849664 2.5951787955
891.0000000000 2.0414265365 2.6413280048 2.5829168417
892.0000000000 2.0125023857 2.6483245085 2.5954646323
893.0000000000 2.0557851524 2.6562314406 2.5891746409
894.0000000000 2.0316847499 2.6902441382 2.6189736487
895.0000000000 2.0424409684 2.6796798502 2.6174502852
896.0000000000 2.0190223395 2.6696223910 2.5862243049
897.0000000000 2.0392955990 2.7121162365 2.5819317155
898.0000000000 2.0319081731 2.6886422029 2.5961145376
899.0000000000 2.0008061747 2.6627746307 2.5812129144
900.0000000000 2.0244299531 2.6726137399 2.5892694190
901.0000000000 2.0160984917 2.6860036965 2.5733786578
902.0000000000 2.0242188160 2.6443001164 2.5981725149
903.0000000000 2.0428441905 2.6777109406 2.6003460478
904.0000000000 2.0157163381 2.6505689891 2.5831308017
905.0000000000 1.9906646579 2.6973929635 2.5959733931
906.0000000000 2.0167502611 2.6700553187 2.5877992689
907.0000000000 2.0202282215 2.6517556417 2.5878304584
908.0000000000 2.0278393030 2.6858879150 2.5784711169
909.0000000000 2.0284537432 2.6760754853 2.5999574877
910.0000000000 2.0373042903 2.6960057836 2.5960710826
911.0000000000 2.0418738550 2.7062765501 2.6027414406
912.0000000000 2.0262721966 2.6630361762 2.5991501370
913.0000000000 2.0456138286 2.6660493035 2.5909268072
914.0000000000 2.0217523676 2.6615860142 2.5917189890
915.0000000000 2.0429738843 2.6968620794 2.6017429355
916.0000000000 2.0223476583 2.6527910101 2.5895337514
917.0000000000 1.9941912096 2.7009819490 2.6070693166
918.0000000000 2.0568131332 2.7056551287 2.5941004679
919.0000000000 2.0103049818 2.6555651041 2.6162711975
920.0000000000 2.0254154884 2.6742065202 2.6019087902
921.0000000000 2.0319450834 2.6581817570 2.5824081464
922.0000000000 2.0294157723 2.6735040769 2.5829739035
923.0000000000 2.0124470433 2.6726932058 2.5996508655
924.0000000000 1.9999556589 2.7194479166 2.5961773661
925.0000000000 2.0034753662 2.7149911998 2.5900104392
926.0000000000 2.0165153659 2.6864322890 2.5954333939
927.0000000000 2.0488833284 2.6749290501 2.5845601178
928.0000000000 2.0151299544 2.6077700885 2.5870192514
929.0000000000 2.0270835921 2.6996515603 2.5897398798
930.0000000000 2.0121040224 2.6475180838 2.6009719941
931.0000000000 2.0063967874 2.6580212629 2.5772039476
932.0000000000 2.0254291948 2.7243917640 2.5959558975
933.0000000000 2.0250227410 2.6864428533 2.6109463597
934.0000000000 2.0249048725 2.7207916434 2.6023382612
935.0000000000 2.0246479542 2.6696121553 2.5836202213
936.0000000000 2.0362664693 2.6947756160 2.5935186022
937.0000000000 2.0166575836 2.6841782682 2.5961717877
938.0000000000 2.0518117335 2.6705648284 2.5776645309
939.0000000000 2.0083771286 2.7200977492 2.5952158352
940.0000000000 2.0068666735 2.6682622139 2.5963003417
941.0000000000 2.0521670882 2.7459282354 2.5990725942
942.0000000000 2.0101287250 2.7286049940 2.5978994175
943.0000000000 2.0471260566 2.7193757647 2.5980156941
944.0000000000 2.0119352800 2.6950169648 2.5897188359
945.0000000000 2.0058696169 2.6725348903 2.5836145698
946.0000000000 2.0389083645 2.6342876759 2.5764431166
947.0000000000 2.0293414131 2.7177786819 2.5801707231
948.0000000000 2.0458103269 2.6939738784 2.5825630439
949.0000000000 2.0333624103 2.6910220200 2.5855474013
950.0000000000 2.0333706693 2.6464794773 2.5869220302
951.0000000000 2.0491757254 2.7014101442 2.6007385701
952.0000000000 2.0249365094 2.7512845424 2.5840402808
953.0000000000 2.0173254214 2.6678099933 2.5817109464
954.0000000000 2.0249899859 2.6956416619 2.5870812698
955.0000000000 1.9925021930 2.6925557100 2.5851191908
956.0000000000 2.0150045965 2.6686189672 2.5944896389
957.0000000000 2.0507306992 2.6595245945 2.5775655778
958.0000000000 2.0100824109 2.7150679214 2.6043877120
959.0000000000 2.0495571111 2.6685053749 2.5933510571
960.0000000000 2.0416043721 2.6306549230 2.6049310885
961.0000000000 2.0727145976 2.6164282898 2.6155490577
962.0000000000 2.0947095312 2.7346083952 2.5858518426
963.0000000000 2.0248991406 2.7028125039 2.5929350259
964.0000000000 1.9934802938 2.6494994287 2.5961996894
965.0000000000 2.0145229316 2.6198066756 2.5859627647
966.0000000000 2.0343004877 2.6845813048 2.5798498943
967.0000000000 2.0454165407 2.6719499411 2.6073759715
968.0000000000 2.0542058577 2.6543368978 2.5929779797
969.0000000000 2.0290177634 2.6625927227 2.5975870136
970.0000000000 2.0233501318 2.6897156415 2.6007793865
971.0000000000 2.0165914009 2.7063450170 2.5898980628
972.0000000000 1.9943724151 2.7037981451 2.5895552466
973.0000000000 2.0251293715 2.6834150102 2.5883583263
974.0000000000 2.0346063307 2.7126902843 2.5910006840
975.0000000000 2.0542128404 2.6900604848 2.6019881049
976.0000000000 2.0417354704 2.7488990339 2.5988877216
977.0000000000 1.9965250552 2.6571956013 2.5878332567
978.0000000000 2.0270587440 2.7090172921 2.5819987199
979.0000000000 2.0519946293 2.6846076721 2.5829082444
980.0000000000 2.0314820076 2.6387317590 2.5992632810
981.0000000000 2.0170166762 2.6954045728 2.6012562248
982.0000000000 2.0199637458 2.6863647572 2.5798627403
983.0000000000 2.0299831006 2.6778291009 2.5823323902
984.0000000000 2.0158816149 2.6628773201 2.5841210758
985.0000000000 2.0014102229 2.6577893966 2.5829805862
986.0000000000 2.0154544631 2.6871661389 2.5838774021
987.0000000000 2.0040744372 2.7105526313 2.6002431302
988.0000000000 2.0427012430 2.6554831831 2.5924105929
989.0000000000 2.0087462131 2.6568559474 2.5971766171
990.0000000000 2.0270524209 2.7064884240 2.5903748009
991.0000000000 2.0233549871 2.6868926403 2.6047652164
992.0000000000 2.0346445735 2.6973046281 2.5785211420
993.0000000000 2.0510453401 2.6755665220 2.5954436513
994.0000000000 2.0303342842 2.7248912204 2.5958308097
995.0000000000 1.9943681937 2.6919834054 2.5978889819
996.0000000000 2.0306515142 2.7074764861 2.5690842559
997.0000000000 2.0312370268 2.7127030328 2.6082468990
